5,3,Feb-03-2022,11:42:26
5,2,Feb-03-2022,11:57:26
5,2,Feb-03-2022,12:12:26
5,2,Feb-03-2022,12:27:26
5,2,Feb-03-2022,12:42:26
5,2,Feb-03-2022,12:57:26
5,1,Feb-03-2022,13:12:26
5,2,Feb-03-2022,13:27:26
5,2,Feb-03-2022,13:42:26
5,2,Feb-03-2022,13:57:26
5,2,Feb-03-2022,14:12:26
5,2,Feb-03-2022,14:27:26
5,1,Feb-03-2022,14:42:26
5,2,Feb-03-2022,14:57:26
5,2,Feb-03-2022,15:12:26
5,1,Feb-03-2022,15:27:26
5,1,Feb-03-2022,15:42:26
5,2,Feb-03-2022,15:57:26
5,1,Feb-03-2022,16:12:26
5,2,Feb-03-2022,16:27:26
5,1,Feb-03-2022,16:42:26
5,1,Feb-03-2022,16:57:26
5,2,Feb-03-2022,17:12:26
5,1,Feb-03-2022,17:27:26
5,2,Feb-03-2022,17:42:26
5,1,Feb-03-2022,17:57:26
5,2,Feb-03-2022,18:12:26
3,1,Feb-03-2022,18:27:26
1,1,Feb-03-2022,18:50:10
1,1,Feb-03-2022,19:05:10
1,3,Feb-03-2022,19:20:10
1,3,Feb-03-2022,19:35:10
1,1,Feb-03-2022,19:50:10
1,3,Feb-03-2022,20:05:10
1,2,Feb-03-2022,20:20:10
1,1,Feb-03-2022,20:35:10
1,3,Feb-03-2022,20:50:10
1,1,Feb-03-2022,21:05:10
1,3,Feb-03-2022,21:20:10
1,1,Feb-03-2022,21:35:10
1,1,Feb-03-2022,21:50:10
1,2,Feb-04-2022,8:06:05
1,2,Feb-04-2022,8:21:05
1,1,Feb-04-2022,8:36:05
1,1,Feb-04-2022,8:51:05
1,2,Feb-04-2022,9:06:05
1,2,Feb-04-2022,9:21:05
1,2,Feb-04-2022,9:36:05
1,2,Feb-04-2022,9:51:05
1,1,Feb-04-2022,10:06:05
1,1,Feb-04-2022,10:21:05
1,3,Feb-04-2022,10:36:05
1,1,Feb-04-2022,10:51:05
1,1,Feb-04-2022,11:06:05
1,2,Feb-04-2022,11:21:05
1,2,Feb-04-2022,11:36:05
1,1,Feb-04-2022,11:51:05
1,1,Feb-04-2022,12:06:05
3,2,Feb-04-2022,12:21:05
3,2,Feb-04-2022,12:36:05
3,2,Feb-04-2022,12:51:05
3,2,Feb-04-2022,13:06:05
3,2,Feb-04-2022,13:21:05
3,3,Feb-04-2022,13:36:05
3,3,Feb-04-2022,13:51:05
3,3,Feb-04-2022,14:06:05
3,2,Feb-04-2022,14:21:05
3,2,Feb-04-2022,14:36:05
3,2,Feb-04-2022,14:51:05
3,3,Feb-04-2022,15:06:05
3,2,Feb-04-2022,15:21:05
3,2,Feb-04-2022,15:36:05
3,1,Feb-04-2022,15:51:05
3,3,Feb-04-2022,16:06:05
3,3,Feb-04-2022,16:21:05
3,2,Feb-04-2022,16:36:05
3,1,Feb-04-2022,16:51:05
3,3,Feb-04-2022,17:06:05
3,2,Feb-04-2022,17:21:05
1,1,Feb-04-2022,17:35:32
1,2,Feb-04-2022,17:50:32
1,2,Feb-04-2022,18:05:32
1,2,Feb-04-2022,18:20:32
1,1,Feb-04-2022,18:35:32
1,1,Feb-04-2022,18:50:32
1,2,Feb-04-2022,19:05:32
1,1,Feb-04-2022,19:20:32
1,1,Feb-04-2022,19:35:32
1,1,Feb-04-2022,19:50:32
1,1,Feb-04-2022,20:05:32
1,1,Feb-04-2022,20:20:32
1,3,Feb-04-2022,20:35:32
1,3,Feb-04-2022,20:50:32
1,3,Feb-04-2022,21:05:32
1,4,Feb-04-2022,21:20:32
1,2,Feb-04-2022,21:35:32
1,2,Feb-04-2022,21:50:32
1,2,Feb-05-2022,08:05:49
1,1,Feb-05-2022,08:20:49
1,2,Feb-05-2022,08:35:49
1,2,Feb-05-2022,08:50:49
1,1,Feb-05-2022,09:05:49
1,1,Feb-05-2022,09:20:49
1,1,Feb-05-2022,09:35:49
1,2,Feb-05-2022,09:50:49
1,1,Feb-05-2022,10:05:49
1,2,Feb-05-2022,10:20:49
1,2,Feb-05-2022,10:35:49
1,1,Feb-05-2022,10:50:49
1,1,Feb-05-2022,11:05:49
1,1,Feb-05-2022,11:20:49
1,2,Feb-05-2022,11:35:49
1,1,Feb-05-2022,11:50:49
1,1,Feb-05-2022,12:05:49
1,1,Feb-05-2022,12:20:49
1,1,Feb-05-2022,12:35:49
1,1,Feb-05-2022,12:50:49
1,2,Feb-05-2022,13:03:13
1,2,Feb-05-2022,13:18:13
1,2,Feb-05-2022,13:33:13
1,2,Feb-05-2022,13:48:13
1,2,Feb-05-2022,14:03:13
1,2,Feb-05-2022,14:18:13
1,2,Feb-05-2022,14:33:13
1,2,Feb-05-2022,14:48:13
1,2,Feb-05-2022,15:03:13
1,3,Feb-05-2022,15:18:13
1,2,Feb-05-2022,15:33:13
1,2,Feb-05-2022,15:48:13
1,2,Feb-05-2022,16:03:13
1,2,Feb-05-2022,16:18:13
1,2,Feb-05-2022,16:33:13
1,2,Feb-05-2022,16:48:13
1,2,Feb-05-2022,17:03:13
1,2,Feb-05-2022,17:18:13
1,2,Feb-05-2022,17:33:13
1,2,Feb-05-2022,17:48:13
1,2,Feb-05-2022,18:03:13
1,2,Feb-05-2022,18:18:13
1,3,Feb-05-2022,18:33:13
1,2,Feb-05-2022,18:48:13
1,2,Feb-05-2022,19:03:13
1,2,Feb-05-2022,19:18:13
1,3,Feb-05-2022,19:33:13
1,2,Feb-05-2022,19:48:13
1,2,Feb-05-2022,20:03:13
1,2,Feb-05-2022,20:18:13
1,3,Feb-05-2022,20:33:13
1,3,Feb-05-2022,20:48:13
1,3,Feb-05-2022,21:03:13
1,2,Feb-05-2022,21:18:16
1,3,Feb-05-2022,21:33:17
1,2,Feb-05-2022,21:48:16
